"age";"job";"marital";"education";"balance";"housing";"deposit"
31;"technician";"single";"tertiary";703;"yes";"yes"
43;"technician";"married";"secondary";310;"yes";"no"
33;"blue-collar";"married";"secondary";0;"yes";"no"
31;"management";"single";"tertiary";3340;"no";"yes"
36;"management";"married";"tertiary";871;"no";"no"
35;"technician";"married";"secondary";2019;"yes";"no"
35;"technician";"single";"secondary";2144;"yes";"no"
21;"admin";"single";"secondary";524;"no";"yes"
42;"entrepreneur";"married";"secondary";324;"yes";"no"
31;"admin";"married";"secondary";89;"no";"no"
24;"student";"single";"primary";1235;"no";"yes"
51;"technician";"married";"secondary";6840;"no";"yes"
32;"blue-collar";"married";"secondary";897;"yes";"no"
32;"housemaid";"married";"primary";-184;"yes";"no"
36;"technician";"single";"tertiary";197;"no";"yes"
37;"management";"single";"tertiary";1027;"yes";"yes"
33;"technician";"single";"tertiary";8097;"no";"no"
31;"services";"single";"secondary";6374;"yes";"no"
44;"blue-collar";"married";"tertiary";2185;"yes";"no"
56;"management";"married";"tertiary";705;"no";"no"
38;"management";"single";"tertiary";3646;"yes";"yes"
66;"retired";"married";"tertiary";3;"no";"yes"
26;"blue-collar";"single";"secondary";191;"yes";"yes"
26;"technician";"single";"secondary";941;"no";"yes"
37;"blue-collar";"divorced";"secondary";316;"yes";"yes"
33;"admin";"divorced";"secondary";294;"yes";"yes"
50;"management";"married";"tertiary";2366;"no";"yes"
36;"services";"married";"secondary";4721;"no";"yes"
28;"unemployed";"married";"tertiary";482;"no";"yes"
36;"management";"divorced";"tertiary";563;"no";"no"
22;"self-employed";"single";"tertiary";780;"no";"yes"
51;"management";"married";"tertiary";0;"no";"no"
37;"management";"divorced";"secondary";16;"yes";"yes"
31;"self-employed";"single";"tertiary";2589;"no";"yes"
31;"technician";"single";"secondary";205;"yes";"no"
35;"blue-collar";"single";"secondary";885;"yes";"yes"
57;"admin";"married";"primary";1694;"yes";"no"
31;"management";"single";"tertiary";924;"no";"yes"
35;"management";"married";"tertiary";193;"yes";"yes"
48;"housemaid";"single";"primary";46;"no";"yes"
44;"admin";"divorced";"tertiary";558;"yes";"yes"
45;"technician";"single";"tertiary";1591;"no";"no"
33;"blue-collar";"single";"tertiary";700;"no";"yes"
59;"admin";"married";"secondary";145;"yes";"yes"
41;"admin";"married";"secondary";55;"yes";"yes"
34;"blue-collar";"married";"primary";3868;"yes";"no"
29;"unemployed";"single";"tertiary";1311;"no";"yes"
44;"services";"married";"secondary";850;"no";"no"
54;"technician";"single";"tertiary";118;"no";"yes"
38;"management";"married";"tertiary";1722;"yes";"yes"
44;"admin";"single";"secondary";1534;"no";"yes"
33;"technician";"single";"secondary";2085;"no";"yes"
41;"services";"married";"secondary";-140;"no";"no"
31;"unknown";"married";"secondary";3;"no";"no"
44;"entrepreneur";"married";"tertiary";3463;"yes";"no"
37;"admin";"married";"tertiary";0;"yes";"no"
37;"admin";"divorced";"secondary";3975;"yes";"no"
32;"blue-collar";"married";"secondary";783;"yes";"yes"
31;"management";"single";"tertiary";0;"no";"no"
51;"technician";"married";"secondary";130;"no";"no"
40;"unemployed";"married";"secondary";1960;"yes";"yes"
38;"services";"married";"secondary";797;"yes";"no"
35;"management";"single";"tertiary";671;"yes";"yes"
33;"blue-collar";"married";"secondary";-112;"yes";"no"
24;"student";"single";"secondary";1250;"no";"yes"
55;"management";"married";"tertiary";23189;"yes";"no"
41;"blue-collar";"married";"secondary";0;"yes";"no"
48;"management";"divorced";"tertiary";2263;"no";"yes"
36;"blue-collar";"married";"secondary";218;"yes";"yes"
49;"management";"married";"tertiary";1;"no";"yes"
38;"admin";"single";"secondary";262;"no";"yes"
32;"management";"married";"tertiary";302;"yes";"yes"
33;"management";"single";"tertiary";0;"yes";"yes"
33;"services";"single";"secondary";489;"yes";"yes"
35;"management";"divorced";"tertiary";771;"yes";"no"
29;"blue-collar";"married";"secondary";7863;"yes";"yes"
27;"student";"single";"tertiary";1134;"no";"yes"
29;"services";"married";"primary";-102;"no";"no"
35;"technician";"married";"tertiary";633;"yes";"no"
47;"technician";"divorced";"secondary";2836;"no";"no"
32;"technician";"married";"secondary";255;"no";"no"
44;"blue-collar";"married";"secondary";701;"no";"no"
59;"retired";"divorced";"tertiary";3444;"no";"yes"
41;"entrepreneur";"married";"primary";0;"no";"yes"
48;"admin";"married";"secondary";2235;"yes";"no"
32;"admin";"married";"secondary";56;"yes";"no"
51;"admin";"divorced";"secondary";340;"yes";"no"
45;"technician";"married";"secondary";-312;"yes";"no"
50;"services";"married";"tertiary";218;"yes";"no"
80;"retired";"married";"secondary";1610;"no";"no"
40;"management";"married";"secondary";4396;"no";"yes"
39;"technician";"single";"tertiary";21;"yes";"no"
30;"unemployed";"divorced";"secondary";7105;"no";"yes"
43;"technician";"married";"secondary";3723;"yes";"no"
50;"blue-collar";"married";"primary";5872;"yes";"yes"
77;"retired";"married";"secondary";638;"no";"yes"
47;"blue-collar";"married";"secondary";116;"yes";"no"
28;"admin";"single";"secondary";352;"yes";"yes"
34;"management";"single";"tertiary";171;"yes";"no"
32;"management";"single";"tertiary";4;"no";"no"
43;"admin";"single";"secondary";6;"no";"no"
41;"technician";"married";"secondary";2123;"no";"no"
56;"management";"divorced";"tertiary";2037;"no";"no"
27;"admin";"single";"secondary";15;"no";"no"
33;"technician";"married";"secondary";14850;"yes";"no"
31;"management";"single";"tertiary";5205;"no";"yes"
32;"admin";"single";"tertiary";8866;"no";"yes"
33;"self-employed";"married";"tertiary";1278;"no";"yes"
33;"management";"single";"tertiary";1304;"yes";"yes"
32;"admin";"married";"secondary";337;"no";"no"
54;"management";"divorced";"tertiary";5475;"no";"yes"
30;"unemployed";"married";"tertiary";0;"yes";"no"
31;"management";"single";"tertiary";518;"yes";"no"
42;"technician";"married";"tertiary";1079;"no";"no"
31;"technician";"single";"tertiary";1081;"no";"yes"
48;"admin";"divorced";"secondary";362;"no";"yes"
41;"blue-collar";"married";"primary";0;"yes";"no"
45;"management";"married";"secondary";21;"yes";"no"
36;"blue-collar";"married";"secondary";1772;"no";"yes"
45;"admin";"divorced";"secondary";0;"no";"yes"
47;"self-employed";"married";"tertiary";0;"no";"no"
22;"student";"single";"secondary";552;"no";"yes"
29;"management";"single";"tertiary";499;"yes";"no"
32;"blue-collar";"single";"secondary";604;"no";"no"
42;"self-employed";"married";"secondary";1216;"yes";"yes"
35;"technician";"married";"tertiary";7050;"no";"yes"
52;"management";"married";"secondary";189;"no";"no"
36;"technician";"single";"secondary";1044;"yes";"no"
55;"blue-collar";"married";"secondary";196;"no";"yes"
47;"blue-collar";"divorced";"primary";126;"yes";"yes"
24;"student";"single";"secondary";822;"no";"yes"
32;"management";"single";"tertiary";3283;"no";"yes"
57;"admin";"married";"secondary";4168;"yes";"no"
37;"services";"married";"secondary";4151;"yes";"yes"
35;"admin";"single";"tertiary";994;"no";"yes"
33;"technician";"single";"secondary";-479;"no";"no"
31;"management";"married";"tertiary";6138;"no";"yes"
54;"management";"married";"secondary";0;"no";"no"
39;"entrepreneur";"married";"tertiary";350;"yes";"no"
59;"retired";"divorced";"primary";20;"no";"no"
69;"retired";"married";"secondary";0;"no";"yes"
25;"student";"single";"secondary";348;"no";"yes"
58;"self-employed";"married";"secondary";9994;"no";"no"
39;"services";"married";"secondary";323;"no";"yes"
28;"technician";"married";"secondary";880;"yes";"no"
32;"blue-collar";"single";"secondary";5252;"yes";"no"
50;"blue-collar";"married";"primary";3764;"no";"yes"
39;"blue-collar";"married";"secondary";284;"yes";"no"
54;"technician";"single";"secondary";224;"no";"no"
29;"services";"married";"secondary";363;"yes";"no"
50;"blue-collar";"married";"primary";-37;"yes";"no"
35;"management";"divorced";"tertiary";538;"yes";"no"
33;"management";"married";"tertiary";1064;"yes";"yes"
79;"retired";"married";"primary";3025;"no";"yes"
42;"management";"married";"tertiary";144;"no";"yes"
32;"technician";"single";"secondary";6402;"yes";"yes"
34;"self-employed";"married";"tertiary";7602;"no";"no"
36;"management";"married";"primary";1506;"no";"yes"
68;"retired";"married";"tertiary";2820;"no";"no"
58;"management";"married";"tertiary";3228;"no";"no"
64;"entrepreneur";"married";"tertiary";2331;"no";"yes"
57;"management";"married";"tertiary";5;"yes";"no"
30;"student";"single";"tertiary";3026;"no";"yes"
25;"management";"single";"tertiary";808;"no";"yes"
33;"admin";"married";"secondary";855;"no";"yes"
29;"self-employed";"single";"tertiary";162;"no";"no"
33;"technician";"married";"secondary";2044;"yes";"yes"
36;"technician";"married";"tertiary";341;"no";"yes"
43;"self-employed";"married";"primary";66;"yes";"no"
35;"management";"married";"tertiary";4943;"yes";"no"
60;"retired";"married";"secondary";404;"no";"yes"
60;"admin";"divorced";"secondary";4519;"no";"no"
39;"blue-collar";"married";"primary";186;"yes";"no"
30;"blue-collar";"married";"secondary";0;"yes";"yes"
46;"management";"single";"tertiary";2278;"no";"no"
31;"admin";"single";"secondary";81;"yes";"no"
46;"entrepreneur";"divorced";"secondary";-563;"no";"yes"
34;"technician";"single";"tertiary";0;"yes";"no"
27;"admin";"single";"secondary";292;"yes";"no"
49;"technician";"married";"secondary";788;"no";"no"
47;"blue-collar";"married";"primary";4227;"yes";"yes"
78;"retired";"divorced";"secondary";3417;"no";"yes"
41;"technician";"single";"secondary";30;"no";"no"
38;"blue-collar";"married";"primary";7944;"no";"no"
60;"housemaid";"divorced";"secondary";387;"yes";"no"
20;"student";"single";"tertiary";2764;"yes";"no"
36;"management";"single";"tertiary";2944;"no";"yes"
50;"management";"married";"tertiary";5969;"no";"yes"
38;"technician";"married";"tertiary";3234;"no";"yes"
34;"blue-collar";"married";"primary";218;"yes";"no"
43;"self-employed";"single";"primary";1337;"yes";"no"
43;"admin";"married";"secondary";132;"no";"yes"
55;"management";"married";"tertiary";-375;"no";"yes"
44;"technician";"married";"tertiary";1818;"yes";"yes"
27;"management";"single";"tertiary";1137;"yes";"no"
39;"self-employed";"married";"tertiary";-3058;"yes";"yes"
34;"technician";"married";"secondary";4;"yes";"no"
34;"blue-collar";"single";"primary";79;"no";"yes"
60;"blue-collar";"married";"primary";5;"no";"yes"
86;"retired";"divorced";"primary";0;"no";"yes"
28;"technician";"single";"tertiary";1628;"yes";"yes"
25;"entrepreneur";"single";"tertiary";347;"no";"yes"
54;"management";"married";"tertiary";1114;"yes";"no"
27;"unemployed";"single";"secondary";771;"no";"yes"
66;"retired";"married";"secondary";3473;"no";"no"
29;"blue-collar";"single";"tertiary";455;"no";"yes"
36;"management";"single";"tertiary";579;"no";"yes"
38;"admin";"married";"secondary";1767;"yes";"yes"
35;"management";"divorced";"tertiary";457;"yes";"no"
43;"blue-collar";"married";"secondary";576;"yes";"no"
32;"management";"married";"tertiary";0;"no";"no"
25;"blue-collar";"single";"secondary";389;"no";"yes"
28;"blue-collar";"married";"secondary";4287;"no";"no"
36;"management";"married";"secondary";1898;"yes";"no"
60;"blue-collar";"married";"primary";4903;"no";"no"
28;"student";"single";"tertiary";221;"yes";"no"
35;"management";"single";"tertiary";837;"no";"no"
30;"self-employed";"married";"secondary";131;"yes";"no"
30;"blue-collar";"single";"secondary";161;"no";"yes"
69;"technician";"married";"tertiary";482;"no";"yes"
46;"management";"married";"tertiary";716;"yes";"no"
35;"technician";"married";"secondary";2779;"no";"yes"
25;"blue-collar";"single";"secondary";303;"no";"yes"
35;"blue-collar";"married";"secondary";262;"no";"yes"
59;"admin";"married";"secondary";92;"yes";"no"
41;"entrepreneur";"married";"secondary";353;"no";"no"
46;"blue-collar";"married";"primary";874;"no";"yes"
56;"blue-collar";"divorced";"primary";-9;"yes";"yes"
57;"blue-collar";"married";"primary";23;"yes";"no"
57;"unemployed";"married";"primary";2743;"no";"no"
63;"retired";"married";"secondary";474;"no";"yes"
34;"technician";"married";"secondary";0;"no";"no"
58;"management";"married";"tertiary";1384;"yes";"yes"
61;"self-employed";"divorced";"tertiary";52587;"no";"yes"
41;"self-employed";"single";"tertiary";1755;"no";"no"
54;"technician";"married";"secondary";114;"no";"yes"
29;"management";"single";"tertiary";5359;"no";"yes"
36;"entrepreneur";"single";"secondary";866;"yes";"yes"
23;"technician";"single";"secondary";4545;"no";"no"
34;"admin";"married";"secondary";1406;"yes";"yes"
47;"admin";"married";"secondary";3480;"no";"yes"
25;"student";"single";"primary";373;"yes";"yes"
31;"technician";"married";"tertiary";3338;"yes";"yes"
44;"services";"married";"secondary";522;"no";"yes"
34;"admin";"married";"tertiary";79;"yes";"yes"
42;"management";"divorced";"tertiary";461;"yes";"no"
44;"self-employed";"married";"primary";0;"no";"no"
29;"management";"single";"tertiary";985;"yes";"yes"
54;"management";"married";"secondary";2693;"no";"yes"
32;"blue-collar";"single";"secondary";435;"yes";"no"
48;"management";"married";"tertiary";494;"no";"no"
54;"management";"married";"secondary";1660;"no";"no"
31;"technician";"married";"secondary";450;"no";"no"
60;"blue-collar";"married";"primary";631;"no";"yes"
66;"housemaid";"married";"primary";40;"no";"yes"
48;"management";"married";"tertiary";2266;"no";"yes"
51;"management";"divorced";"tertiary";-2282;"yes";"no"
52;"housemaid";"married";"primary";10943;"no";"yes"
25;"student";"single";"secondary";358;"no";"yes"
48;"management";"divorced";"tertiary";174;"no";"no"
35;"management";"single";"tertiary";1599;"yes";"yes"
35;"management";"divorced";"tertiary";859;"yes";"yes"
27;"student";"single";"secondary";538;"no";"yes"
55;"management";"married";"secondary";0;"yes";"no"
49;"management";"married";"tertiary";2139;"no";"no"
44;"technician";"single";"tertiary";678;"no";"no"
24;"admin";"married";"secondary";230;"yes";"no"
27;"blue-collar";"single";"tertiary";567;"no";"yes"
48;"entrepreneur";"single";"tertiary";318;"yes";"yes"
45;"management";"married";"secondary";237;"yes";"no"
40;"management";"married";"tertiary";2487;"no";"no"
56;"management";"married";"tertiary";830;"yes";"yes"
34;"blue-collar";"married";"primary";695;"yes";"yes"
45;"management";"married";"tertiary";1529;"no";"no"
47;"housemaid";"married";"secondary";-1531;"yes";"no"
58;"management";"married";"tertiary";2261;"yes";"no"
49;"services";"married";"primary";468;"no";"no"
35;"technician";"single";"secondary";183;"no";"yes"
25;"blue-collar";"single";"secondary";543;"yes";"no"
28;"admin";"married";"secondary";1595;"no";"yes"
35;"services";"divorced";"secondary";-718;"yes";"no"
60;"retired";"married";"secondary";0;"no";"yes"
27;"technician";"single";"secondary";204;"no";"yes"
83;"retired";"married";"tertiary";4761;"no";"yes"
38;"technician";"married";"secondary";4539;"no";"yes"
47;"blue-collar";"married";"primary";475;"yes";"no"
37;"blue-collar";"married";"secondary";288;"yes";"no"
32;"management";"married";"tertiary";1270;"no";"yes"
30;"admin";"single";"secondary";-548;"yes";"no"
41;"management";"married";"tertiary";217;"no";"no"
26;"student";"single";"secondary";620;"no";"yes"
26;"technician";"married";"secondary";267;"yes";"yes"
38;"blue-collar";"divorced";"secondary";0;"yes";"no"
60;"retired";"married";"secondary";1853;"no";"yes"
44;"admin";"divorced";"secondary";163;"yes";"yes"
33;"technician";"married";"tertiary";8023;"no";"no"
49;"entrepreneur";"married";"tertiary";313;"yes";"no"
40;"admin";"single";"secondary";50;"no";"yes"
55;"technician";"divorced";"tertiary";0;"yes";"no"
57;"technician";"married";"secondary";6362;"yes";"no"
30;"technician";"single";"secondary";120;"yes";"no"
39;"blue-collar";"divorced";"secondary";36;"yes";"no"
50;"entrepreneur";"married";"primary";237;"yes";"no"
36;"admin";"single";"secondary";449;"yes";"no"
36;"technician";"single";"tertiary";962;"yes";"yes"
34;"services";"single";"secondary";313;"yes";"no"
56;"management";"married";"secondary";230;"no";"no"
51;"housemaid";"married";"primary";108;"no";"no"
54;"admin";"married";"secondary";1633;"no";"yes"
46;"technician";"married";"secondary";1590;"yes";"no"
45;"admin";"married";"secondary";5346;"yes";"yes"
37;"admin";"married";"secondary";0;"yes";"no"
33;"blue-collar";"married";"secondary";58;"no";"no"
56;"services";"married";"secondary";530;"yes";"no"
39;"management";"married";"tertiary";-190;"no";"yes"
29;"admin";"married";"tertiary";238;"no";"yes"
50;"blue-collar";"married";"primary";533;"no";"no"
46;"management";"married";"tertiary";699;"no";"yes"
38;"management";"married";"tertiary";1354;"yes";"no"
40;"management";"married";"tertiary";1855;"no";"yes"
26;"technician";"single";"secondary";430;"no";"no"
47;"blue-collar";"married";"secondary";4709;"no";"no"
56;"admin";"single";"secondary";-13;"no";"no"
